"","Type","Chloride_uM","Magnesium_uM","year","Site","Date","Location","Julian_day","Days_melt","Time"
"360","stream",12.7165021156559,164.8658,2021,"FRCH",2021-09-08,NA,249.791666666667,130.791666666667,"20:00:00"
"361","stream",7.88716502115656,158.5519,2021,"FRCH",2021-09-09,NA,250.791666666667,131.791666666667,"20:00:00"
"362","stream",10.5077574047955,132.8793,2021,"FRCH",2021-09-10,NA,251.791666666667,132.791666666667,"20:00:00"
"363","stream",7.50352609308886,135.9603,2021,"FRCH",2021-09-11,NA,252.791666666667,133.791666666667,"20:00:00"
"364","stream",20.459802538787,134.9126,2021,"FRCH",2021-09-13,NA,254.791666666667,135.791666666667,"20:00:00"
"365","stream",8.51339915373766,187.1281,2021,"FRCH",2021-09-14,NA,255.791666666667,136.791666666667,"20:00:00"
"366","stream",9.19322990126939,154.9829,2021,"FRCH",2021-09-15,NA,256.791666666667,137.791666666667,"20:00:00"
"367","stream",9.83356840620592,163.0427,2021,"FRCH",2021-09-16,NA,257.791666666667,138.791666666667,"20:00:00"
"368","stream",6.91960507757405,161.6254,2021,"FRCH",2021-09-17,NA,258.791666666667,139.791666666667,"20:00:00"
"369","stream",11.0550070521862,137.5978,2021,"FRCH",2021-09-18,NA,259.791666666667,140.791666666667,"20:00:00"
"370","stream",8.41748942172073,158.0267,2021,"FRCH",2021-09-19,NA,260.791666666667,141.791666666667,"20:00:00"
"371","stream",9.22425952045134,171.3281,2021,"FRCH",2021-09-20,NA,261.791666666667,142.791666666667,"20:00:00"
"372","stream",6.86036671368124,161.4568,2021,"FRCH",2021-09-20,NA,262.614583333333,143.614583333333,"15:45:00"
"373","stream",5.18476727785613,115.7618,2022,"FRCH",2022-06-22,NA,171.645833333333,40.645833333333,"16:30:00"
"374","stream",5.94076163610719,117.3916,2022,"FRCH",2022-06-22,NA,171.791666666667,40.791666666667,"20:00:00"
"375","stream",5.88716502115656,118.2058,2022,"FRCH",2022-06-23,NA,172.770833333333,41.770833333333,"19:30:00"
"376","stream",6.05923836389281,123.3926,2022,"FRCH",2022-06-23,NA,172.791666666667,41.791666666667,"20:00:00"
"377","stream",7.02679830747532,128.539,2022,"FRCH",2022-06-24,NA,173.791666666667,42.791666666667,"20:00:00"
"378","stream",5.68406205923836,120.4022,2022,"FRCH",2022-06-25,NA,174.791666666667,43.791666666667,"20:00:00"
"379","stream",5.44710860366714,120.4234,2022,"FRCH",2022-06-26,NA,175.791666666667,44.791666666667,"20:00:00"
"380","stream",6.08462623413258,124.1221,2022,"FRCH",2022-06-27,NA,176.791666666667,45.791666666667,"20:00:00"
"381","stream",6.65726375176305,137.3568,2022,"FRCH",2022-06-28,NA,177.791666666667,46.791666666667,"20:00:00"
"382","stream",5.96332863187588,121.5337,2022,"FRCH",2022-06-29,NA,178.791666666667,47.791666666667,"20:00:00"
"383","stream",5.46685472496474,126.9733,2022,"FRCH",2022-06-30,NA,179.791666666667,48.791666666667,"20:00:00"
"384","stream",6.07334273624824,136.3403,2022,"FRCH",2022-07-01,NA,180.791666666667,49.791666666667,"20:00:00"
"385","stream",7.72637517630465,129.8098,2022,"FRCH",2022-07-02,NA,181.791666666667,50.791666666667,"20:00:00"
"386","stream",6.01692524682652,126.928,2022,"FRCH",2022-07-03,NA,182.791666666667,51.791666666667,"20:00:00"
"387","stream",9.92947813822285,128.6411,2022,"FRCH",2022-07-04,NA,183.791666666667,52.791666666667,"20:00:00"
"388","stream",7.44710860366714,129.109,2022,"FRCH",2022-07-05,NA,184.791666666667,53.791666666667,"20:00:00"
"389","stream",7.63751763046544,131.9128,2022,"FRCH",2022-07-06,NA,185.791666666667,54.791666666667,"20:00:00"
"390","stream",6.0197461212976,132.4858,2022,"FRCH",2022-07-07,NA,186.791666666667,55.791666666667,"20:00:00"
"391","stream",6.01128349788434,145.4982,2022,"FRCH",2022-07-08,NA,187.791666666667,56.791666666667,"20:00:00"
"392","stream",4.85190409026798,137.2037,2022,"FRCH",2022-07-08,NA,188.375,57.375,"10:00:00"
"393","stream",6.89421720733427,133.8616,2022,"FRCH",2022-07-09,NA,188.791666666667,57.791666666667,"20:00:00"
"394","stream",5.59379407616361,135.2854,2022,"FRCH",2022-07-10,NA,189.791666666667,58.791666666667,"20:00:00"
"395","stream",8.12834978843441,136.8926,2022,"FRCH",2022-07-11,NA,190.791666666667,59.791666666667,"20:00:00"
"396","stream",6.92242595204513,126.8398,2022,"FRCH",2022-07-12,NA,191.791666666667,60.791666666667,"20:00:00"
"397","stream",9.72637517630465,130.6048,2022,"FRCH",2022-07-13,NA,192.791666666667,61.791666666667,"20:00:00"
"398","stream",7.32016925246826,132.1859,2022,"FRCH",2022-07-14,NA,193.791666666667,62.791666666667,"20:00:00"
"399","stream",6.18053596614951,135.5529,2022,"FRCH",2022-07-15,NA,194.791666666667,63.791666666667,"20:00:00"
"400","stream",9.02115655853314,136.7477,2022,"FRCH",2022-07-16,NA,195.791666666667,64.791666666667,"20:00:00"
"401","stream",5.62764456981664,130.1822,2022,"FRCH",2022-07-17,NA,196.791666666667,65.791666666667,"20:00:00"
"402","stream",7.64174894217207,138.6242,2022,"FRCH",2022-07-18,NA,197.791666666667,66.791666666667,"20:00:00"
"403","stream",5.02115655853314,140.1898,2022,"FRCH",2022-07-18,NA,198.395833333333,67.395833333333,"10:30:00"
"404","stream",7.32863187588152,158.6044,2022,"FRCH",2022-07-19,NA,198.791666666667,67.791666666667,"20:00:00"
"405","stream",5.43018335684062,166.0289,2022,"FRCH",2022-07-20,NA,199.833333333333,68.833333333333,"21:00:00"
"406","stream",4.87729196050776,138.3149,2022,"FRCH",2022-07-21,NA,200.875,69.875,"22:00:00"
"407","stream",6.62059238363893,140.2508,2022,"FRCH",2022-07-22,NA,201.916666666667,70.916666666667,"23:00:00"
"408","stream",9.25811001410437,140.9605,2022,"FRCH",2022-07-23,NA,203,72,"01:00:00"
"409","stream",8.51622002820874,147.4266,2022,"FRCH",2022-07-24,NA,204.041666666667,73.041666666667,"02:00:00"
"410","stream",6.00846262341326,143.6834,2022,"FRCH",2022-07-25,NA,205.083333333333,74.083333333333,"03:00:00"
"411","stream",13.7827926657264,144.055,2022,"FRCH",2022-07-26,NA,206.125,75.125,"04:00:00"
